Date,Open,High,Low,Close,Adj Close,Volume
2019-01-10,120.080002,121.860001,119.949997,121.790001,118.974091,3910000
2019-01-11,121.580002,121.620003,120.199997,121.459999,118.651726,3722400
2019-01-14,120.510002,120.650002,119.760002,120.389999,117.606468,5228700
2019-01-15,120.959999,121.930000,120.820000,121.730003,118.915489,3507500
2019-01-16,121.580002,122.000000,120.830002,121.620003,118.808029,3841100
2019-01-17,120.559998,122.410004,120.550003,122.190002,119.364853,5029900
2019-01-18,123.269997,124.720001,122.709999,123.820000,120.957161,6008500
2019-01-22,123.300003,123.800003,121.540001,122.519997,119.687210,10052400
2019-01-23,131.369995,135.000000,130.309998,132.889999,129.817444,22063700
2019-01-24,132.630005,133.210007,131.429993,132.529999,129.465775,6322900
2019-01-25,132.869995,134.440002,132.429993,133.970001,130.872482,5707400
2019-01-28,133.100006,134.809998,132.580002,134.270004,131.165558,5357700
2019-01-29,134.289993,135.410004,133.600006,134.330002,131.224152,5037100
2019-01-30,134.000000,135.029999,133.250000,134.380005,131.272995,4500900
2019-01-31,134.449997,134.720001,133.740005,134.419998,131.312073,4884000
2019-02-01,134.970001,135.199997,133.350006,134.100006,130.999481,3806000
2019-02-04,134.020004,135.199997,132.990005,135.190002,132.064270,3966600
2019-02-05,135.279999,135.820007,134.919998,135.550003,132.415955,5398900
2019-02-06,135.220001,136.649994,135.169998,136.320007,133.168152,4879700
2019-02-07,133.550003,134.470001,132.119995,133.190002,131.626465,4379400
2019-02-08,132.339996,133.710007,132.190002,133.710007,132.140366,3249800
2019-02-11,134.289993,135.149994,133.910004,133.990005,132.417084,3095100
2019-02-12,135.149994,136.199997,134.860001,136.050003,134.452896,3317200
2019-02-13,136.919998,137.919998,136.410004,137.520004,135.905640,4253000
2019-02-14,137.169998,137.600006,136.210007,136.479996,134.877838,2789400
2019-02-15,137.580002,138.190002,137.389999,138.029999,136.409653,3844100
2019-02-19,137.809998,138.699997,137.360001,138.699997,137.071777,3385700
2019-02-20,138.759995,139.240005,137.220001,138.000000,136.380005,3802000
2019-02-21,137.820007,138.350006,137.350006,137.839996,136.221878,2937300
2019-02-22,138.729996,139.380005,138.429993,139.250000,137.615326,3113700
2019-02-25,140.000000,140.470001,139.320007,139.460007,137.822861,3194200
2019-02-26,139.669998,140.490005,139.470001,139.720001,138.079803,3060400
2019-02-27,139.250000,139.570007,138.399994,139.169998,137.536270,2530900
2019-02-28,138.770004,139.059998,137.720001,138.130005,136.508484,3457800
2019-03-01,139.309998,140.039993,138.639999,139.199997,137.565903,3030000
2019-03-04,139.990005,140.080002,137.169998,138.429993,136.804947,3406900
2019-03-05,138.369995,138.740005,137.559998,137.880005,136.261414,4250300
2019-03-06,138.119995,138.389999,136.720001,136.979996,135.371964,2768300
2019-03-07,136.610001,136.889999,134.630005,135.360001,133.770996,4358800
2019-03-08,134.210007,135.240005,133.580002,135.089996,133.504150,3773600
2019-03-11,136.029999,137.729996,135.839996,137.710007,136.093414,3939300
2019-03-12,138.520004,139.699997,137.860001,138.279999,136.656708,3954700
2019-03-13,138.050003,139.320007,137.850006,138.559998,136.933426,3173200
2019-03-14,138.509995,138.940002,138.059998,138.789993,137.160721,2738600
2019-03-15,139.369995,140.330002,139.229996,139.429993,137.793198,7153700
2019-03-18,139.830002,140.369995,138.720001,140.210007,138.564056,3268500
2019-03-19,140.960007,141.699997,140.000000,140.490005,138.840775,3482300
2019-03-20,140.529999,140.699997,138.979996,139.600006,137.961227,3649500
2019-03-21,139.100006,142.119995,138.880005,141.440002,139.779617,3605400
2019-03-22,140.970001,141.440002,138.899994,139.449997,137.812973,3877200
2019-03-25,139.059998,139.910004,138.350006,139.179993,137.546143,2839800
2019-03-26,139.929993,141.020004,139.419998,140.220001,138.573944,2553700
2019-03-27,140.410004,140.490005,138.399994,139.240005,137.605453,3098200
2019-03-28,139.910004,140.440002,139.100006,139.919998,138.277466,2663900
2019-03-29,140.500000,141.220001,140.149994,141.100006,139.443619,3101400
2019-04-01,141.509995,143.410004,141.509995,143.300003,141.617783,3984300
2019-04-02,143.350006,143.949997,142.600006,143.000000,141.321304,2404800
2019-04-03,143.649994,144.220001,143.009995,143.630005,141.943909,2681200
2019-04-04,143.619995,144.139999,142.539993,142.779999,141.103882,2771100
2019-04-05,143.289993,143.500000,142.460007,143.279999,141.598022,2731800
2019-04-08,143.020004,143.419998,142.869995,143.389999,141.706726,2118200
2019-04-09,142.660004,142.949997,141.839996,142.110001,140.441757,3038500
2019-04-10,142.199997,143.500000,141.979996,143.020004,141.341080,2678000
2019-04-11,143.800003,144.110001,143.029999,143.779999,142.092148,2942000
2019-04-12,144.259995,144.440002,143.699997,144.350006,142.655457,2898900
2019-04-15,144.399994,144.460007,143.270004,143.899994,142.210739,3603200
2019-04-16,144.399994,145.389999,144.020004,145.139999,143.436188,6301700
2019-04-17,137.369995,141.979996,136.259995,139.110001,137.476974,12525700
2019-04-18,139.000000,140.490005,138.699997,140.330002,138.682648,4960000
2019-04-22,139.419998,140.559998,138.479996,138.889999,137.259552,4494000
2019-04-23,139.149994,140.919998,138.940002,140.440002,138.791351,4462200
2019-04-24,140.600006,141.309998,139.779999,139.949997,138.307098,2774900
2019-04-25,139.699997,139.750000,137.710007,138.630005,137.002609,2910100
2019-04-26,139.339996,139.889999,138.809998,139.440002,137.803101,2319800
2019-04-29,139.149994,139.630005,138.809998,139.050003,137.417679,2958300
2019-04-30,139.110001,140.440002,138.679993,140.270004,138.623352,4638800
2019-05-01,140.550003,141.809998,140.169998,140.559998,138.909943,3053700
2019-05-02,140.500000,141.279999,139.410004,139.589996,137.951324,3541400
2019-05-03,139.699997,141.000000,139.630005,140.250000,138.603592,2579900
